track_name,artist_name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,hotness,cluster
soul eyes,walt weiskopf,5fhLDCuNimt2zvkiFxOAbU,0.539,0.207,8,-16.498,1,0.0458,0.898,0.636,0.222,0.259,122.03,audio_features,5fhLDCuNimt2zvkiFxOAbU,spotify:track:5fhLDCuNimt2zvkiFxOAbU,https://api.spotify.com/v1/tracks/5fhLDCuNimt2zvkiFxOAbU,https://api.spotify.com/v1/audio-analysis/5fhLDCuNimt2zvkiFxOAbU,498320,4,no,3
how you've changed,the animals,0Q6MsceltSh9gstpkERkz4,0.621,0.625,0,-9.011,1,0.0265,0.742,0.176,0.094,0.482,100.479,audio_features,0Q6MsceltSh9gstpkERkz4,spotify:track:0Q6MsceltSh9gstpkERkz4,https://api.spotify.com/v1/tracks/0Q6MsceltSh9gstpkERkz4,https://api.spotify.com/v1/audio-analysis/0Q6MsceltSh9gstpkERkz4,195347,3,no,3
in the hills of shiloh,bobby bare,3qbPeaoT5EAKowOWfCoQvL,0.561,0.258,9,-14.972,1,0.0356,0.772,1.52e-05,0.758,0.361,100.297,audio_features,3qbPeaoT5EAKowOWfCoQvL,spotify:track:3qbPeaoT5EAKowOWfCoQvL,https://api.spotify.com/v1/tracks/3qbPeaoT5EAKowOWfCoQvL,https://api.spotify.com/v1/audio-analysis/3qbPeaoT5EAKowOWfCoQvL,237627,4,no,9
the long black veil,lefty frizzell,1XXmM84Ssy1wpSehcVEFuh,0.508,0.149,4,-18.458,1,0.0371,0.798,0.0,0.123,0.456,128.307,audio_features,1XXmM84Ssy1wpSehcVEFuh,spotify:track:1XXmM84Ssy1wpSehcVEFuh,https://api.spotify.com/v1/tracks/1XXmM84Ssy1wpSehcVEFuh,https://api.spotify.com/v1/audio-analysis/1XXmM84Ssy1wpSehcVEFuh,188360,4,no,0
bli-blip,ella fitzgerald,3y1NH98xtIeoLVzqyFpqi3,0.64,0.236,7,-11.646,0,0.0722,0.763,0.0,0.469,0.688,130.416,audio_features,3y1NH98xtIeoLVzqyFpqi3,spotify:track:3y1NH98xtIeoLVzqyFpqi3,https://api.spotify.com/v1/tracks/3y1NH98xtIeoLVzqyFpqi3,https://api.spotify.com/v1/audio-analysis/3y1NH98xtIeoLVzqyFpqi3,183680,4,no,8
under his command,the cold stares,4jyhI8Z4dEFDWZCLebSfAI,0.495,0.302,1,-8.2,0,0.0344,0.911,0.00029,0.107,0.171,169.852,audio_features,4jyhI8Z4dEFDWZCLebSfAI,spotify:track:4jyhI8Z4dEFDWZCLebSfAI,https://api.spotify.com/v1/tracks/4jyhI8Z4dEFDWZCLebSfAI,https://api.spotify.com/v1/audio-analysis/4jyhI8Z4dEFDWZCLebSfAI,193787,4,no,10
hell to pay,the jeff healey band,5Ecj56sWyFHkYawYAO1NHh,0.468,0.656,9,-10.2,1,0.0288,0.0114,0.0047,0.091,0.919,141.26,audio_features,5Ecj56sWyFHkYawYAO1NHh,spotify:track:5Ecj56sWyFHkYawYAO1NHh,https://api.spotify.com/v1/tracks/5Ecj56sWyFHkYawYAO1NHh,https://api.spotify.com/v1/audio-analysis/5Ecj56sWyFHkYawYAO1NHh,234773,4,no,9
imitation of christ,the psychedelic furs,2LVJyer59kCSFpqHjuW2uJ,0.495,0.85,9,-6.861,0,0.034,0.0295,0.143,0.0764,0.627,126.151,audio_features,2LVJyer59kCSFpqHjuW2uJ,spotify:track:2LVJyer59kCSFpqHjuW2uJ,https://api.spotify.com/v1/tracks/2LVJyer59kCSFpqHjuW2uJ,https://api.spotify.com/v1/audio-analysis/2LVJyer59kCSFpqHjuW2uJ,328333,4,no,5
in other words (fly me to the moon),johnny mathis,2XLouQrVU1srawampbR4L2,0.238,0.246,5,-12.595,1,0.0422,0.948,0.000171,0.132,0.0897,176.834,audio_features,2XLouQrVU1srawampbR4L2,spotify:track:2XLouQrVU1srawampbR4L2,https://api.spotify.com/v1/tracks/2XLouQrVU1srawampbR4L2,https://api.spotify.com/v1/audio-analysis/2XLouQrVU1srawampbR4L2,236467,1,no,11
let me run into your lonely heart,eddie kendricks,5HeVHf5vYb6gPaKpvsgjI3,0.679,0.795,2,-12.186,1,0.0831,0.437,2.96e-05,0.216,0.867,107.494,audio_features,5HeVHf5vYb6gPaKpvsgjI3,spotify:track:5HeVHf5vYb6gPaKpvsgjI3,https://api.spotify.com/v1/tracks/5HeVHf5vYb6gPaKpvsgjI3,https://api.spotify.com/v1/audio-analysis/5HeVHf5vYb6gPaKpvsgjI3,190573,4,no,10
blame,bastille,7yrx5A6zDOsd7Bn02WvbLH,0.47,0.749,11,-3.993,0,0.0324,0.00101,0.0,0.308,0.346,85.046,audio_features,7yrx5A6zDOsd7Bn02WvbLH,spotify:track:7yrx5A6zDOsd7Bn02WvbLH,https://api.spotify.com/v1/tracks/7yrx5A6zDOsd7Bn02WvbLH,https://api.spotify.com/v1/audio-analysis/7yrx5A6zDOsd7Bn02WvbLH,175880,4,no,5
navajo wrangler,chris ledoux,3GuYa8QVgYr5OW9JuXuCL1,0.447,0.163,4,-22.748,1,0.047,0.648,8.21e-06,0.104,0.326,164.787,audio_features,3GuYa8QVgYr5OW9JuXuCL1,spotify:track:3GuYa8QVgYr5OW9JuXuCL1,https://api.spotify.com/v1/tracks/3GuYa8QVgYr5OW9JuXuCL1,https://api.spotify.com/v1/audio-analysis/3GuYa8QVgYr5OW9JuXuCL1,152467,3,no,9
broken hearted me,england dan,6UQVYRstTkxWNpmIfSTEUn,0.545,0.372,10,-16.038,1,0.0361,0.461,0.0,0.0832,0.483,146.627,audio_features,6UQVYRstTkxWNpmIfSTEUn,spotify:track:6UQVYRstTkxWNpmIfSTEUn,https://api.spotify.com/v1/tracks/6UQVYRstTkxWNpmIfSTEUn,https://api.spotify.com/v1/audio-analysis/6UQVYRstTkxWNpmIfSTEUn,236867,4,no,3
sugar walls,sheena easton,4kVE7IVF3ZlD1d7k08dmVY,0.744,0.55,10,-12.689,1,0.0554,0.0746,4.2e-05,0.0353,0.853,126.51,audio_features,4kVE7IVF3ZlD1d7k08dmVY,spotify:track:4kVE7IVF3ZlD1d7k08dmVY,https://api.spotify.com/v1/tracks/4kVE7IVF3ZlD1d7k08dmVY,https://api.spotify.com/v1/audio-analysis/4kVE7IVF3ZlD1d7k08dmVY,241600,4,no,9
high sierra,dolly parton,4X3BRsvTQZV6TmQFxAYKMe,0.516,0.153,10,-13.255,1,0.029,0.686,4.52e-06,0.106,0.314,103.887,audio_features,4X3BRsvTQZV6TmQFxAYKMe,spotify:track:4X3BRsvTQZV6TmQFxAYKMe,https://api.spotify.com/v1/tracks/4X3BRsvTQZV6TmQFxAYKMe,https://api.spotify.com/v1/audio-analysis/4X3BRsvTQZV6TmQFxAYKMe,262493,4,no,5
better off (feat. vince gill),sara evans,6xoSCb45HMjYZ09piFEQYI,0.448,0.565,1,-5.062,1,0.0306,0.395,1.32e-06,0.101,0.266,140.054,audio_features,6xoSCb45HMjYZ09piFEQYI,spotify:track:6xoSCb45HMjYZ09piFEQYI,https://api.spotify.com/v1/tracks/6xoSCb45HMjYZ09piFEQYI,https://api.spotify.com/v1/audio-analysis/6xoSCb45HMjYZ09piFEQYI,239987,4,no,11
peppa,mavado,03Ut2xXSqWoOS4kN9kaMpu,0.673,0.684,6,-5.111,1,0.287,0.248,0.0,0.121,0.521,99.041,audio_features,03Ut2xXSqWoOS4kN9kaMpu,spotify:track:03Ut2xXSqWoOS4kN9kaMpu,https://api.spotify.com/v1/tracks/03Ut2xXSqWoOS4kN9kaMpu,https://api.spotify.com/v1/audio-analysis/03Ut2xXSqWoOS4kN9kaMpu,148453,4,no,6
coattails,black pistol fire,6k0S92AqymTRD3GE4B2E3v,0.562,0.695,4,-8.8,0,0.297,0.147,1.28e-06,0.0777,0.51,175.808,audio_features,6k0S92AqymTRD3GE4B2E3v,spotify:track:6k0S92AqymTRD3GE4B2E3v,https://api.spotify.com/v1/tracks/6k0S92AqymTRD3GE4B2E3v,https://api.spotify.com/v1/audio-analysis/6k0S92AqymTRD3GE4B2E3v,228267,4,no,8
afterlife,arcade fire,7rL602DQps4QmrrjbinLzP,0.64,0.868,11,-5.527,1,0.0341,0.0986,0.0454,0.242,0.798,115.968,audio_features,7rL602DQps4QmrrjbinLzP,spotify:track:7rL602DQps4QmrrjbinLzP,https://api.spotify.com/v1/tracks/7rL602DQps4QmrrjbinLzP,https://api.spotify.com/v1/audio-analysis/7rL602DQps4QmrrjbinLzP,353086,4,no,2
stay chisel,large professor,4OtdcpPXL2ywpo5qk5i0mP,0.645,0.839,10,-7.103,1,0.369,0.434,0.0,0.425,0.847,88.438,audio_features,4OtdcpPXL2ywpo5qk5i0mP,spotify:track:4OtdcpPXL2ywpo5qk5i0mP,https://api.spotify.com/v1/tracks/4OtdcpPXL2ywpo5qk5i0mP,https://api.spotify.com/v1/audio-analysis/4OtdcpPXL2ywpo5qk5i0mP,152693,4,no,4
loose,primer 55,5u07rgQcg8F2xIZp90lm3p,0.649,0.923,1,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,audio_features,5u07rgQcg8F2xIZp90lm3p,spotify:track:5u07rgQcg8F2xIZp90lm3p,https://api.spotify.com/v1/tracks/5u07rgQcg8F2xIZp90lm3p,https://api.spotify.com/v1/audio-analysis/5u07rgQcg8F2xIZp90lm3p,182200,4,no,9
money money,ufo,6C64tZi9dMJMpeFkMOic60,0.663,0.829,5,-6.375,1,0.301,0.0514,0.0,0.8,0.483,75.005,audio_features,6C64tZi9dMJMpeFkMOic60,spotify:track:6C64tZi9dMJMpeFkMOic60,https://api.spotify.com/v1/tracks/6C64tZi9dMJMpeFkMOic60,https://api.spotify.com/v1/audio-analysis/6C64tZi9dMJMpeFkMOic60,105375,4,no,0
cheatin’ songs,midland,01dBLHq3UWyDRWDZJXj235,0.723,0.723,4,-5.522,1,0.0269,0.043,3.99e-05,0.326,0.694,109.988,audio_features,01dBLHq3UWyDRWDZJXj235,spotify:track:01dBLHq3UWyDRWDZJXj235,https://api.spotify.com/v1/tracks/01dBLHq3UWyDRWDZJXj235,https://api.spotify.com/v1/audio-analysis/01dBLHq3UWyDRWDZJXj235,215033,4,no,11
i just wanna believe,pablo cruise,5xwgA2a43KCpaHl5v34zLr,0.511,0.497,9,-14.392,1,0.0359,0.154,0.000494,0.194,0.523,125.369,audio_features,5xwgA2a43KCpaHl5v34zLr,spotify:track:5xwgA2a43KCpaHl5v34zLr,https://api.spotify.com/v1/tracks/5xwgA2a43KCpaHl5v34zLr,https://api.spotify.com/v1/audio-analysis/5xwgA2a43KCpaHl5v34zLr,255133,4,no,6
changes,donovan,3uO41TqeaAnLXQVWpDcsf2,0.691,0.719,0,-6.464,1,0.0394,0.176,0.0,0.119,0.787,105.664,audio_features,3uO41TqeaAnLXQVWpDcsf2,spotify:track:3uO41TqeaAnLXQVWpDcsf2,https://api.spotify.com/v1/tracks/3uO41TqeaAnLXQVWpDcsf2,https://api.spotify.com/v1/audio-analysis/3uO41TqeaAnLXQVWpDcsf2,175107,4,no,3
it's supposed to bubble,ugk,6c3pTL3azZpuZebpziajXA,0.747,0.752,8,-6.936,0,0.18,0.0563,0.0,0.0798,0.633,79.904,audio_features,6c3pTL3azZpuZebpziajXA,spotify:track:6c3pTL3azZpuZebpziajXA,https://api.spotify.com/v1/tracks/6c3pTL3azZpuZebpziajXA,https://api.spotify.com/v1/audio-analysis/6c3pTL3azZpuZebpziajXA,271027,4,no,3
if my homie calls,2pac,0iX6mzHk8O0ydBnQJOX9wB,0.835,0.602,5,-14.105,0,0.067,0.00693,0.00031,0.164,0.599,104.473,audio_features,0iX6mzHk8O0ydBnQJOX9wB,spotify:track:0iX6mzHk8O0ydBnQJOX9wB,https://api.spotify.com/v1/tracks/0iX6mzHk8O0ydBnQJOX9wB,https://api.spotify.com/v1/audio-analysis/0iX6mzHk8O0ydBnQJOX9wB,258307,4,no,5
walkaway,the wood brothers,5zgKL0cDpIDBENZOnqQkLj,0.39,0.286,7,-10.889,1,0.0361,0.669,0.000386,0.0802,0.596,84.67,audio_features,5zgKL0cDpIDBENZOnqQkLj,spotify:track:5zgKL0cDpIDBENZOnqQkLj,https://api.spotify.com/v1/tracks/5zgKL0cDpIDBENZOnqQkLj,https://api.spotify.com/v1/audio-analysis/5zgKL0cDpIDBENZOnqQkLj,253707,4,no,2
ribbon of darkness,marty robbins,0lYMgvKnTa5Kh5hyIIR5wO,0.598,0.413,4,-13.507,1,0.0406,0.803,0.00209,0.123,0.8,114.871,audio_features,0lYMgvKnTa5Kh5hyIIR5wO,spotify:track:0lYMgvKnTa5Kh5hyIIR5wO,https://api.spotify.com/v1/tracks/0lYMgvKnTa5Kh5hyIIR5wO,https://api.spotify.com/v1/audio-analysis/0lYMgvKnTa5Kh5hyIIR5wO,150000,4,no,2
baby that's love,gene chandler,7udBDim7hBC1cAyXH5sXmQ,0.606,0.641,5,-10.369,1,0.0869,0.272,0.0,0.145,0.871,127.493,audio_features,7udBDim7hBC1cAyXH5sXmQ,spotify:track:7udBDim7hBC1cAyXH5sXmQ,https://api.spotify.com/v1/tracks/7udBDim7hBC1cAyXH5sXmQ,https://api.spotify.com/v1/audio-analysis/7udBDim7hBC1cAyXH5sXmQ,171707,4,no,9
nothin' for nothin',cinderella,0dINglXmCtuTjeMk5P2Afe,0.291,0.809,4,-12.463,1,0.0397,0.0367,0.000204,0.426,0.759,190.026,audio_features,0dINglXmCtuTjeMk5P2Afe,spotify:track:0dINglXmCtuTjeMk5P2Afe,https://api.spotify.com/v1/tracks/0dINglXmCtuTjeMk5P2Afe,https://api.spotify.com/v1/audio-analysis/0dINglXmCtuTjeMk5P2Afe,212240,4,no,0
ghosts,the jam,58NE0639huS0DWQAEKXsB8,0.742,0.248,4,-15.473,1,0.0685,0.00214,0.0226,0.0953,0.721,118.059,audio_features,58NE0639huS0DWQAEKXsB8,spotify:track:58NE0639huS0DWQAEKXsB8,https://api.spotify.com/v1/tracks/58NE0639huS0DWQAEKXsB8,https://api.spotify.com/v1/audio-analysis/58NE0639huS0DWQAEKXsB8,130027,4,no,2
that's right!,swingrowers,3286evH3xMOkgRd2irW0ua,0.688,0.867,7,-5.027,1,0.0312,0.198,0.000654,0.0905,0.647,95.018,audio_features,3286evH3xMOkgRd2irW0ua,spotify:track:3286evH3xMOkgRd2irW0ua,https://api.spotify.com/v1/tracks/3286evH3xMOkgRd2irW0ua,https://api.spotify.com/v1/audio-analysis/3286evH3xMOkgRd2irW0ua,306062,4,no,0
grand designs,rush,3C3DdjdRkkBzVfX3uK7Jdf,0.505,0.973,2,-5.656,1,0.0614,0.0264,0.0134,0.379,0.398,142.235,audio_features,3C3DdjdRkkBzVfX3uK7Jdf,spotify:track:3C3DdjdRkkBzVfX3uK7Jdf,https://api.spotify.com/v1/tracks/3C3DdjdRkkBzVfX3uK7Jdf,https://api.spotify.com/v1/audio-analysis/3C3DdjdRkkBzVfX3uK7Jdf,305800,4,no,2
corona,calexico,758UHBjUWhejip1x42iuGw,0.507,0.762,2,-6.053,1,0.0672,0.0194,0.266,0.0269,0.55,125.14,audio_features,758UHBjUWhejip1x42iuGw,spotify:track:758UHBjUWhejip1x42iuGw,https://api.spotify.com/v1/tracks/758UHBjUWhejip1x42iuGw,https://api.spotify.com/v1/audio-analysis/758UHBjUWhejip1x42iuGw,201707,4,no,5
mamaloi,the doobie brothers,4KBodqMds6gkmRH0vnDjKZ,0.673,0.462,2,-14.591,1,0.0422,0.171,0.000146,0.119,0.883,92.071,audio_features,4KBodqMds6gkmRH0vnDjKZ,spotify:track:4KBodqMds6gkmRH0vnDjKZ,https://api.spotify.com/v1/tracks/4KBodqMds6gkmRH0vnDjKZ,https://api.spotify.com/v1/audio-analysis/4KBodqMds6gkmRH0vnDjKZ,150893,4,no,1
i am the future,alice cooper,0iV6r7GUYVdNTQpDIzEBqi,0.453,0.45,0,-16.023,1,0.0401,0.101,0.261,0.165,0.221,138.96,audio_features,0iV6r7GUYVdNTQpDIzEBqi,spotify:track:0iV6r7GUYVdNTQpDIzEBqi,https://api.spotify.com/v1/tracks/0iV6r7GUYVdNTQpDIzEBqi,https://api.spotify.com/v1/audio-analysis/0iV6r7GUYVdNTQpDIzEBqi,207827,4,no,1
across the midnight sky,al jarreau,2MUJXadlcFyGSF9CwVTEzH,0.394,0.486,6,-18.014,1,0.0411,0.137,0.00114,0.12,0.435,126.897,audio_features,2MUJXadlcFyGSF9CwVTEzH,spotify:track:2MUJXadlcFyGSF9CwVTEzH,https://api.spotify.com/v1/tracks/2MUJXadlcFyGSF9CwVTEzH,https://api.spotify.com/v1/audio-analysis/2MUJXadlcFyGSF9CwVTEzH,335493,4,no,1
happy on the hey now (a song for kristi),kenny chesney,16pzorKToMkVl9OGgPgLT3,0.352,0.597,3,-9.506,1,0.0496,0.748,2.72e-05,0.898,0.227,72.507,audio_features,16pzorKToMkVl9OGgPgLT3,spotify:track:16pzorKToMkVl9OGgPgLT3,https://api.spotify.com/v1/tracks/16pzorKToMkVl9OGgPgLT3,https://api.spotify.com/v1/audio-analysis/16pzorKToMkVl9OGgPgLT3,352080,4,no,5
so begins the task,stephen stills,0Fjg91vuM3ZY1K7HccJAnJ,0.524,0.778,0,-9.766,1,0.0363,0.0078,3.75e-05,0.117,0.552,78.226,audio_features,0Fjg91vuM3ZY1K7HccJAnJ,spotify:track:0Fjg91vuM3ZY1K7HccJAnJ,https://api.spotify.com/v1/tracks/0Fjg91vuM3ZY1K7HccJAnJ,https://api.spotify.com/v1/audio-analysis/0Fjg91vuM3ZY1K7HccJAnJ,241000,4,no,1
one more time,seals and crofts,1k6Zp7vjGqtfoQ6PvUFhbl,0.23,0.283,9,-14.765,1,0.0297,0.69,1.97e-05,0.144,0.0884,149.797,audio_features,1k6Zp7vjGqtfoQ6PvUFhbl,spotify:track:1k6Zp7vjGqtfoQ6PvUFhbl,https://api.spotify.com/v1/tracks/1k6Zp7vjGqtfoQ6PvUFhbl,https://api.spotify.com/v1/audio-analysis/1k6Zp7vjGqtfoQ6PvUFhbl,246920,4,no,7
not fade away,the rolling stones,0C7w4XnkIGu11MpNWbiTLB,0.75,0.826,4,-9.992,0,0.0472,0.00661,0.63,0.153,0.896,113.294,audio_features,0C7w4XnkIGu11MpNWbiTLB,spotify:track:0C7w4XnkIGu11MpNWbiTLB,https://api.spotify.com/v1/tracks/0C7w4XnkIGu11MpNWbiTLB,https://api.spotify.com/v1/audio-analysis/0C7w4XnkIGu11MpNWbiTLB,107720,4,no,4
in my dreams,josh turner,7m3uurpa37PbjVDtqxdAFB,0.409,0.446,2,-8.263,1,0.0277,0.119,1.29e-05,0.205,0.256,79.833,audio_features,7m3uurpa37PbjVDtqxdAFB,spotify:track:7m3uurpa37PbjVDtqxdAFB,https://api.spotify.com/v1/tracks/7m3uurpa37PbjVDtqxdAFB,https://api.spotify.com/v1/audio-analysis/7m3uurpa37PbjVDtqxdAFB,214533,4,no,11
better living through chemistry,queens of the stone age,1wI3o34hijAIHpjrilLqaL,0.253,0.811,10,-6.759,1,0.0533,0.354,0.883,0.101,0.486,109.505,audio_features,1wI3o34hijAIHpjrilLqaL,spotify:track:1wI3o34hijAIHpjrilLqaL,https://api.spotify.com/v1/tracks/1wI3o34hijAIHpjrilLqaL,https://api.spotify.com/v1/audio-analysis/1wI3o34hijAIHpjrilLqaL,349200,4,no,2
off your face,my bloody valentine,7hrQx8C3rT5R447bmNnq5Y,0.372,0.809,6,-10.114,1,0.0532,0.00226,0.93,0.262,0.279,136.668,audio_features,7hrQx8C3rT5R447bmNnq5Y,spotify:track:7hrQx8C3rT5R447bmNnq5Y,https://api.spotify.com/v1/tracks/7hrQx8C3rT5R447bmNnq5Y,https://api.spotify.com/v1/audio-analysis/7hrQx8C3rT5R447bmNnq5Y,255427,4,no,0
hard to believe,eraserheads,3YiTrKWNORIL0dZe0v2F92,0.492,0.434,1,-11.223,0,0.0274,0.335,1.28e-06,0.31,0.155,81.366,audio_features,3YiTrKWNORIL0dZe0v2F92,spotify:track:3YiTrKWNORIL0dZe0v2F92,https://api.spotify.com/v1/tracks/3YiTrKWNORIL0dZe0v2F92,https://api.spotify.com/v1/audio-analysis/3YiTrKWNORIL0dZe0v2F92,214000,4,no,3
smoke gets in your eyes,coleman hawkins,5pjC6gbfSHeUrzgzahrKs7,0.421,0.0536,3,-20.606,1,0.0395,0.952,0.354,0.117,0.286,72.832,audio_features,5pjC6gbfSHeUrzgzahrKs7,spotify:track:5pjC6gbfSHeUrzgzahrKs7,https://api.spotify.com/v1/tracks/5pjC6gbfSHeUrzgzahrKs7,https://api.spotify.com/v1/audio-analysis/5pjC6gbfSHeUrzgzahrKs7,276507,4,no,3
treatment bound,the replacements,1hBamLaF7ZBCxuNEVHxOFi,0.783,0.729,7,-14.274,1,0.339,0.826,0.0103,0.725,0.563,123.906,audio_features,1hBamLaF7ZBCxuNEVHxOFi,spotify:track:1hBamLaF7ZBCxuNEVHxOFi,https://api.spotify.com/v1/tracks/1hBamLaF7ZBCxuNEVHxOFi,https://api.spotify.com/v1/audio-analysis/1hBamLaF7ZBCxuNEVHxOFi,196227,4,no,11
there stands the glass,webb pierce,0VxX3RBKO46Ky6XgvN0bME,0.522,0.256,3,-7.39,1,0.0309,0.923,0.0,0.359,0.64,114.96,audio_features,0VxX3RBKO46Ky6XgvN0bME,spotify:track:0VxX3RBKO46Ky6XgvN0bME,https://api.spotify.com/v1/tracks/0VxX3RBKO46Ky6XgvN0bME,https://api.spotify.com/v1/audio-analysis/0VxX3RBKO46Ky6XgvN0bME,146667,4,no,11
house of broken love,great white,15FpPWrhLYw491BGwL9VzZ,0.581,0.467,9,-15.763,0,0.0314,0.0257,0.0832,0.0831,0.504,116.035,audio_features,15FpPWrhLYw491BGwL9VzZ,spotify:track:15FpPWrhLYw491BGwL9VzZ,https://api.spotify.com/v1/tracks/15FpPWrhLYw491BGwL9VzZ,https://api.spotify.com/v1/audio-analysis/15FpPWrhLYw491BGwL9VzZ,358427,3,no,5
king of the world,natalie grant,2sHDB7pY43GVTsl0X3ob1B,0.528,0.59,6,-6.682,1,0.0352,0.105,0.0,0.104,0.106,118.031,audio_features,2sHDB7pY43GVTsl0X3ob1B,spotify:track:2sHDB7pY43GVTsl0X3ob1B,https://api.spotify.com/v1/tracks/2sHDB7pY43GVTsl0X3ob1B,https://api.spotify.com/v1/audio-analysis/2sHDB7pY43GVTsl0X3ob1B,216400,4,no,5
i shall be released (finale)(ensemble),the band,1LAx2XIarFf9i7TdINi8kr,0.303,0.902,4,-6.781,1,0.0889,0.268,0.000199,0.966,0.468,122.009,audio_features,1LAx2XIarFf9i7TdINi8kr,spotify:track:1LAx2XIarFf9i7TdINi8kr,https://api.spotify.com/v1/tracks/1LAx2XIarFf9i7TdINi8kr,https://api.spotify.com/v1/audio-analysis/1LAx2XIarFf9i7TdINi8kr,289573,4,no,11
busted and blue,black pistol fire,5orXh1uwkeVk7WQwNq2PJT,0.149,0.831,9,-5.214,1,0.0779,0.0428,0.00408,0.308,0.498,167.903,audio_features,5orXh1uwkeVk7WQwNq2PJT,spotify:track:5orXh1uwkeVk7WQwNq2PJT,https://api.spotify.com/v1/tracks/5orXh1uwkeVk7WQwNq2PJT,https://api.spotify.com/v1/audio-analysis/5orXh1uwkeVk7WQwNq2PJT,159733,4,no,6
i think i found the culprit,jack white,4hKN5VP373eiGZgVIsOrk8,0.448,0.684,11,-7.404,0,0.0379,0.468,0.00623,0.176,0.224,88.326,audio_features,4hKN5VP373eiGZgVIsOrk8,spotify:track:4hKN5VP373eiGZgVIsOrk8,https://api.spotify.com/v1/tracks/4hKN5VP373eiGZgVIsOrk8,https://api.spotify.com/v1/audio-analysis/4hKN5VP373eiGZgVIsOrk8,229053,4,no,11
the last wall of the castle,jefferson airplane,3kIwmjsuH3ltGHRJjtC4S4,0.471,0.572,11,-11.726,0,0.0482,0.076,0.00321,0.107,0.486,136.59,audio_features,3kIwmjsuH3ltGHRJjtC4S4,spotify:track:3kIwmjsuH3ltGHRJjtC4S4,https://api.spotify.com/v1/tracks/3kIwmjsuH3ltGHRJjtC4S4,https://api.spotify.com/v1/audio-analysis/3kIwmjsuH3ltGHRJjtC4S4,160907,4,no,6
here i am,sanchez,7qu5sSHwU8WXa7AVIxsKbx,0.722,0.317,5,-10.93,1,0.111,0.26,0.0,0.0558,0.582,72.38,audio_features,7qu5sSHwU8WXa7AVIxsKbx,spotify:track:7qu5sSHwU8WXa7AVIxsKbx,https://api.spotify.com/v1/tracks/7qu5sSHwU8WXa7AVIxsKbx,https://api.spotify.com/v1/audio-analysis/7qu5sSHwU8WXa7AVIxsKbx,198560,4,no,11
here i am,skid row,1szaWMbNrBoFim5V6ibQyA,0.495,0.829,2,-10.816,1,0.0594,0.0143,0.0119,0.328,0.599,118.442,audio_features,1szaWMbNrBoFim5V6ibQyA,spotify:track:1szaWMbNrBoFim5V6ibQyA,https://api.spotify.com/v1/tracks/1szaWMbNrBoFim5V6ibQyA,https://api.spotify.com/v1/audio-analysis/1szaWMbNrBoFim5V6ibQyA,189800,4,no,8
don't leave me,ricky nelson,7L4CAxPWwoAyrWTswtgSXw,0.747,0.392,4,-11.735,1,0.0291,0.665,4.31e-05,0.118,0.788,120.123,audio_features,7L4CAxPWwoAyrWTswtgSXw,spotify:track:7L4CAxPWwoAyrWTswtgSXw,https://api.spotify.com/v1/tracks/7L4CAxPWwoAyrWTswtgSXw,https://api.spotify.com/v1/audio-analysis/7L4CAxPWwoAyrWTswtgSXw,149267,4,no,2
tarzan of harlem,cab calloway,1lBuQWfheGXfgApt01UBoX,0.736,0.492,0,-11.598,0,0.0619,0.916,6.4e-05,0.441,0.825,111.543,audio_features,1lBuQWfheGXfgApt01UBoX,spotify:track:1lBuQWfheGXfgApt01UBoX,https://api.spotify.com/v1/tracks/1lBuQWfheGXfgApt01UBoX,https://api.spotify.com/v1/audio-analysis/1lBuQWfheGXfgApt01UBoX,166693,4,no,9
fight from the inside,queen,1Z4wOaLE8DbDAbP61lbjSw,0.576,0.851,0,-5.669,0,0.077,0.132,0.000268,0.613,0.33,89.966,audio_features,1Z4wOaLE8DbDAbP61lbjSw,spotify:track:1Z4wOaLE8DbDAbP61lbjSw,https://api.spotify.com/v1/tracks/1Z4wOaLE8DbDAbP61lbjSw,https://api.spotify.com/v1/audio-analysis/1Z4wOaLE8DbDAbP61lbjSw,181627,4,no,10
phoenix,a$ap rocky,77v9kYcrCZV615E0P9WMrD,0.644,0.515,9,-11.274,0,0.143,0.589,0.00522,0.0847,0.519,144.072,audio_features,77v9kYcrCZV615E0P9WMrD,spotify:track:77v9kYcrCZV615E0P9WMrD,https://api.spotify.com/v1/tracks/77v9kYcrCZV615E0P9WMrD,https://api.spotify.com/v1/audio-analysis/77v9kYcrCZV615E0P9WMrD,233880,4,no,0
just another love,tanya tucker,0MqShY3yz8VKrZ8kmngLId,0.804,0.681,2,-9.104,1,0.0339,0.196,0.0,0.0712,0.752,136.68,audio_features,0MqShY3yz8VKrZ8kmngLId,spotify:track:0MqShY3yz8VKrZ8kmngLId,https://api.spotify.com/v1/tracks/0MqShY3yz8VKrZ8kmngLId,https://api.spotify.com/v1/audio-analysis/0MqShY3yz8VKrZ8kmngLId,193467,4,no,2
